mogul,u	mogu,lu
Marković,em	M,ar,kovi,ćem
blok,u	blo,ku
diplomiran,i	diplomira,ni
bogat,i	bogati
most,a	mosta
Mihail,u	M,i,hai,lu
Jovović,u	J,ovo,viću
urednik,u	ured,niku
Vijest,i	V,ije,sti
glava,ma	gla,vama
komunistički,m	komunisti,čkim
vreme,nima	vremenima
neuspeh,a	neuspeha
izazov,i	izazovi
nedelja,ma	nedelja,ma
stvarnost,i	stvarnosti
loš,e	loše
slab,a	slaba
nezaposlenost,i	nezaposlenosti
novčan,e	novča,ne
slab,om	sla,bom
stručnost,i	stru,čnosti
ran,ijim	ranijim
izveštaj,em	izvešta,jem
EULEKS,-om	E,U,LE,K,S,-,om
Mustaf,a	M,usta,fa
nov,o	novo
Transparens,i	T,ran,spa,ren,si
internešenel,a	interne,šene,la
naj,nov,ije	najnovije
severni,m	sever,nim
sastav,u	sastavu
Bamir,om	B,ami,rom
Topi,jem	T,o,pi,jem
američki,m	američkim
ambasador,om	ambasa,do,rom
Džon,om	D,žo,nom
Viters,om	V,i,ter,som
pravosudni,m	pravosu,dnim
izborni,m	izbornim
fudbalski,h	fud,bal,skih
Balkan,om	B,al,ka,nom
fudbalski,m	fud,bal,skim
liga,ma	li,gama
kvalifikacioni,h	kvalifika,cionih
Hrvat,a	H,rva,ta
prevara,ma	pre,vara,ma
namešten,ih	name,štenih
nemački,h	nemačkih
Fenerbahče,a	F,ener,ba,h,če,a
Ulm,a	U,l,ma
igrač,a	igra,ča
Genčlerbirligi,ja	G,en,č,ler,bir,ligi,ja
Džavdžavljev,ih	D,ža,v,dža,vlje,vih
sport,u	spor,tu
dokaz,e	dokaze
sportski,h	sport,skih
skandal,a	skanda,la
poverljiv,ih	pover,ljivih
sumnjiv,im	sumnji,vim
utakmica,ma	u,tak,mi,cama
klupski,h	kl,up,skih
brz,im	brzi,m
rasprostranjen,iji	rasprostranje,niji
MSP,-om	M,SP,-,om
predstavljen,i	predstavljeni
pravni,h	pravnih
usmen,e	usmene
argument,e	argumente
Jordan,a	J,or,dana
integritet,a	integriteta
pravo,m	pravom
Miloševićev,a	M,ilo,še,viće,va
pravni,m	pravnim
naslednik,om	nasle,dni,kom
integritet,u	integri,tetu
odvojen,e	odvojene
suveren,e	suverene
usmen,og	usme,nog
sudski,m	sud,skim
proces,ima	procesima
rođak,a	rođa,ka
obzir,a	obzira
krivični,h	krivičnih
kriminalac,a	krimina,laca
kriminalistički,h	kriminali,stičkih
nemoguć,a	nemogu,ća
otpadni,h	otpadnih
priobalni,m	pri,oba,lnim
naj,izolovan,ijih	naji,zo,lova,nijih
zatvoren,ih	zatvore,nih
dubina,ma	dubina,ma
kiseonik,a	kiseonika
kiseonik,om	kise,oni,kom
sloj,u	sloju
osetljiv,o	oset,ljivo
poremećaj,e	poremećaje
ekosistem,a	ekosistema
neodrživ,e	neod,rži,ve
prinos,ima	prinosi,ma
jevtin,ijim	jevti,nijim
raširen,e	raši,rene
pesticid,a	pesticida
priobalni,h	pri,oba,lnih
sliv,u	sli,vu
ulov,i	ulo,vi
šlep,ovi	š,le,povi
dopisnik,u	dopisni,ku
SETimes,-a	SE,T,ime,s,-,a
ribar,a	riba,ra
Šekip,a	Š,e,ki,pa
Jalčin,a	J,al,čina
obalski,h	ob,al,skih
imejl,om	ime,j,lom
projekt,i	projekti
odgovor,u	odgovoru
otpad,a	otpada
projekt,e	projekte
seoski,h	seoskih
otpadni,m	otpad,nim
hranljiv,im	hran,ljivim
materija,ma	materijama
organizam,a	organizama
preteran,og	pretera,nog
pogoršan,om	pogor,ša,nom
prečišćen,ih	preči,šće,nih
kanalizacion,ih	kanali,za,cionih
nedomorodački,h	nedo,mo,roda,čkih
čvrst,og	čvrsto,g
azotni,h	azo,tnih
fosforni,h	fosfor,nih
Dunav,a	D,una,va
obalni,h	ob,alnih
more,m	mo,rem
tri,ma	t,rima
protokol,ima	protoko,lima
Istanbul,u	I,stan,bu,lu
navod,ima	navodi,ma
hranljiv,ih	hranljivih
industrijski,h	industrijskih
autor,i	autori
produktivnost,i	produktivnosti
reka,ma	re,kama
sam,o	samo
hemijski,h	hemijskih
zagađivač,a	zagađivača
prisutnost,i	prisu,tnosti
povećan,i	poveća,ni
naftni,h	naf,tnih
gasni,h	ga,snih
kvartal,u	kva,rta,lu
uvoznik,a	uvo,z,nika
zadužen,ih	zadu,ženih
kredit,i	kredi,ti
udružen,i	udru,ženi
uvoz,a	uvo,za
prijem,a	prijema
plan,ovi	planovi
EPS,-a	E,P,S,-,a
generator,a	genera,tora
kralj,a	kralja
Abdulah,a	A,b,dula,ha
Abdulaziz,a	A,b,du,lazi,za
konflikt,i	konfli,kti
dijalog,om	dija,logom
tajlandski,m	taj,land,skim
Nitj,om	N,it,jom
Pibulsongram,om	P,i,bu,l,son,gra,mom
Abdulah,om	A,b,dula,hom
Gul,om	G,u,lom
predsedavajući,m	predseda,vajući,m
Željko,m	Ž,e,lj,kom
Komšić,em	K,om,ši,ćem
bosanski,m	bosan,skim
Sven,om	S,venom
Alkalaj,em	A,lka,la,jem
Milorad,om	M,ilo,ra,dom
Živković,em	Ž,iv,kovi,ćem
morski,h	mor,skih
vezan,im	vezanim
memorandum,u	memo,ran,du,mu
glasač,e	glasa,če
birač,i	bira,či
vladajući,m	vlada,jućim
glavni,m	glavnim
opozicioni,m	opozi,cionim
partija,ma	partijama
birač,ima	bira,čima
Veton,a	V,e,tona
Suroi,ja	S,uro,ija
školovan,i	školo,vani
jednak,e	jednake
minimum,om	mini,mu,mom
ugrožen,e	ugrožene
žestok,om	žesto,kom
Ahtisarijev,om	A,h,ti,sa,rije,vom
protest,ima	prote,stima
Hašim,a	Ha,ši,ma
pokret,a	pokreta
građanski,m	građa,nskim
siv,oj	si,voj
dubok,oj	dubo,koj
Habzburg,a	Ha,bzbur,ga
Dominik,a	D,o,mi,nika
muzičar,i	muzičari
Andre,a	A,nd,rea
Roland,a	Ro,lan,da
Viljazon,a	V,i,lja,zona
Žak,a	Ž,aka
Lusije,a	L,u,sije,a
Danijel,a	D,a,nijela
Barenboim,a	B,a,ren,bo,ima
program,ima	programima
specijalizovan,om	specijalizova,nom
vrhunski,h	vrhu,nskih
sprortist,a	spro,rti,sta
igra,ma	igra,ma
Slovenka,ma	S,lo,ven,kama
igrač,em	igra,čem
turnir,u	tu,rni,ru
komesar,a	kome,sara
katastrofa,ma	katastrofa,ma
uveren,a	uve,rena
Borisov,u	B,ori,sovu
ubedljiv,e	ubed,ljive
kabinet,u	kabine,tu
Manuel,a	Ma,nu,ela
socijalistički,h	socijalističkih
EP,-a	E,P,-,a
odgovor,i	odgovori
vezan,a	vezana
kvalifikovanost,i	kvali,fikova,nosti
Ltd,-om	L,td,-,om
nezakonit,ih	nezakoni,tih
koordinator,i	koordina,tori
Rok,a	R,oka
Butiljone,a	B,uti,ljo,nea
Ingrid,u	I,ng,ri,du
nov,oj	novoj
ekološki,h	ekoloških
GERB,-a	G,ER,B,-,a
dužnost,i	dužnosti
zamenik,u	zameni,ku
general,u	genera,lu
Anju,u	A,nju,u
Angelov,u	A,nge,lo,vu
Ilijan,a	I,lijana
Mihov,a	M,i,hova
profesor,a	profesora
član,om	članom
Haris,om	H,ari,som
Silajdžić,em	S,ila,j,dži,ćem
red,ovima	redovima
Butmir,u	B,ut,miru
političar,ima	politi,čarima
Valentin,a	V,ale,ntina
Inck,a	I,nc,ka
suveren,u	suvere,nu
poziv,i	pozi,vi
stranački,m	strana,čkim
državni,m	državnim
ljutit,a	ljuti,ta
pokušaj,em	pokuša,jem
nevladin,a	nevla,dina
kongres,a	kongresa
bošnjački,h	bošnja,čkih
Davutoglu,a	D,a,vu,tog,lu,a
investicioni,m	investi,cionim
konj,a	konja
hleb,a	hleba
višenedeljni,h	više,ne,delj,nih
jak,ih	jakih
obližnji,m	obliž,njim
Nikicin,om	N,i,ki,ci,nom
kuća,ma	kućama
čuvar,a	ču,vara
vrt,a	vr,ta
bazen,a	baze,na
dan,u	danu
kopnen,a	kop,nena
čovek,a	čoveka
distanca,ma	distan,cama
jak,e	jake
zub,e	zube
okolni,h	okolnih
travnat,o	tra,vna,to
dug,im	dugim
šetnja,ma	še,t,njama
restoran,a	resto,rana
čuven,og	ču,venog
mlad,og	mladog
mužjak,a	muž,jaka
udvarač,a	ud,vara,ča
sam,og	samog
pažljiv,i	paž,ljivi
prgav,i	pr,ga,vi
rep,om	re,pom
sečivo,m	se,či,vom
rotor,a	ro,tora
poplava,ma	popla,vama
nacrt,e	na,cr,te
premijerov,im	premije,rovim
vladajući,h	vladajućih
Taričanu,om	T,ari,ča,nu,om
Renov,e	R,e,nove
Taričanuov,u	T,ari,ča,nuo,vu
naoružan,om	naoruža,nom
bacač,a	baca,ča
udaljen,o	uda,ljeno
prozor,e	prozo,re
Pazar,u	P,a,zaru
incident,u	inciden,tu
širok,u	široku
ekstremistički,h	ekstremi,stičkih
naoružan,e	naoruža,ne
nemir,e	nemi,re
stanovništvo,m	stanovništvom
Krasnići,ju	K,ra,sni,ći,ju
naoružan,oj	naoruža,noj
Arben,a	A,rbe,na
Džaferi,ja	D,ža,fe,rija
Krasnići,ja	K,ra,sni,ćija
razni,h	raznih
diktator,a	dikta,tora
nesposobnost,i	nesposob,nosti
Klos,i	K,lo,si
gradonačelnik,a	grado,nače,lnika
razlog,e	razloge
nacrt,a	nacrta
nasilje,m	nasiljem
cilj,evima	ciljevima
bloger,i	b,loge,ri
zdravstven,og	zdravstvenog
osiguravajući,m	osigura,vajući,m
Raed,u	R,ae,du
Arafat,u	A,ra,fa,tu
osnivač,u	osniva,ču
podsekretar,a	podse,kre,tara
miroljubiv,e	miro,ljubi,ve
huligan,i	hu,li,gani
stadion,ima	sta,dio,nima
zatvor,om	zatvo,rom
okupljen,ima	okup,lje,nima
aerodrom,ima	ae,rod,ro,mima
automobil,e	automo,bile
Rumun,i	R,umu,ni
komentator,a	komenta,tora
Arafat,a	A,ra,fa,ta
nepovezan,i	nepo,veza,ni
zahtev,i	zahtevi
Kemal,a	K,ema,la
Burkaj,a	B,ur,ka,ja
egzil,a	eg,zila
aerodrom,u	ae,rod,ro,mu
kritičar,a	kritičara
Kurdistan,a	K,ur,di,stana
kurdski,h	ku,rd,skih
raširen,ih	rašire,nih
miroljubiv,u	miro,ljubi,vu
Bozjelov,im	B,oz,je,lo,vim
mir,u	miru
miroljubiv,im	miro,ljubi,vim
manjkav,a	manj,kava
Taksim,u	T,aksi,mu
Kurd,ima	K,ur,dima
Kurd,a	K,ur,da
realnost,i	realnosti
vakuum,a	vaku,uma
proces,om	procesom
vojvođanski,h	vojvođa,nskih
Mađar,a	Ma,đa,ra
ujedinjen,u	ujedi,njenu
zakon,e	zakone
plav,a	pla,va
crven,im	crve,nim
pruga,ma	pru,gama
žut,e	žute
državnost,i	državnosti
dom,ovima	domo,vima
organizovan,im	organizova,nim
kriminal,om	krimina,lom
benzinski,h	ben,zi,nskih
gigant,a	gi,ga,nta
let,ova	le,tova
star,om	starom
terminal,u	termina,lu
parking,e	par,kin,ge
putnik,e	putnike
avionski,h	avi,on,skih
kabl,ova	ka,b,lova
Izmir,u	I,zmi,ru
dvostruk,im	dvostru,kim
rizik,om	rizikom
dvostruk,a	dvostru,ka
nered,e	nere,de
trend,a	trenda
posledica,ma	posledicama
nedeljnik,u	nedelj,niku
EULEKS,-a	E,U,LE,K,S,-,a
nemir,ima	nemi,rima
nered,ima	ne,redima
nemir,a	ne,mira
rizik,a	rizika
uhapšen,ima	uha,p,še,nima
pregovarač,i	pregovara,či
naj,nov,ijih	najnovijih
admiral,om	ad,mira,lom
Heri,jem	He,rije,m
Ulrih,om	U,l,ri,hom
komandant,om	koman,dan,tom
združen,ih	zdru,ženih
Napulj,u	Na,pu,lju
šestočlan,e	šesto,čla,ne
Frenk,a	F,ren,ka
Vizner,a	V,iz,nera
Volfgang,a	V,ol,f,gan,ga
Išinger,a	I,ši,nge,ra
razgovor,ima	raz,govorima
završen,im	završe,nim
loš,a	loša
rukovodstvo,m	rukovodstvom
London,u	L,on,do,nu
aspekt,e	aspekte
slab,iji	slabi,ji
kurs,a	kursa
dinar,a	dinara
imenitelj,a	imeni,telja
Radovan,a	R,ado,vana
Jelašić,a	J,ela,šića
razlika,ma	razlikama
Jelašićev,om	J,ela,ši,ćevom
proizvod,ima	proizvodima
obojen,i	oboje,ni
kamion,i	kami,oni
porast,om	porastom
jeftin,og	jefti,nog
devetocifren,e	deve,to,ci,f,rene
pismenost,i	pismenosti
transparentnost,i	transparent,nosti
vladin,og	vladi,nog
kompjuterski,h	kompjuter,skih
starosni,h	staro,snih
čas,ovi	časo,vi
Vindovs,u	V,in,dov,su
Vord,u	V,or,du
Eksel,u	E,kse,lu
osnov,e	osnove
IT,-a	I,T,-,a
kompjuter,ima	kompju,teri,ma
kompjuter,u	kompju,teru
instruktor,e	instruk,tore
prostorija,ma	prostorijama
unutrašnjost,i	unutrašnjosti
pristup,a	pristupa
ugovor,e	ugovore
udar,u	uda,ru
urađen,o	urađeno
provajder,a	pro,vaj,dera
trud,a	truda
čin,ovi	či,novi
prav,im	pravim
islam,om	isla,mom
motiv,e	motive
okolnost,i	okolnosti
neprihvatljiv,u	neprihvat,ljivu
islam,a	islama
nametanje,m	nameta,njem
nevin,ih	nevi,nih
korist,i	koristi
nadzor,u	nadzo,ru
Cerić,a	Ce,rića
imam,ima	ima,mima
Cerićev,a	Ce,ri,ćeva
praznik,a	praznika
čin,ove	či,nove
čestit,im	česti,tim
islamski,m	islam,skim
Bošnjak,a	B,o,šnja,ka
vernik,e	verni,ke
islam,u	isla,mu
devijacija,ma	devija,cijama
Amerikanac,a	A,meri,kana,ca
musliman,ima	musli,manima
tražilac,a	traži,laca
imigrant,i	imigra,nti
sunarodnik,a	su,narod,nika
Tunis,a	T,uni,sa
afrički,h	afri,čkih
azijski,h	azi,jskih
azilant,e	azi,lan,te
zabrinut,o	zabri,nuto
poznat,om	poznatom
sekretarijat,a	sekretarija,ta
učenik,a	učenika
čas,ovima	časovima
komesarijat,a	kome,sa,rija,ta
neiskorišćen,e	ne,isko,ri,šće,ne
solidarnost,i	solidarnosti
protest,u	prote,stu
zapaljiv,u	zapa,ljivu
okolnost,ima	okolnostima
Avganistan,a	A,v,ga,nista,na
most,u	mo,stu
mešovit,a	mešo,vita
KFOR,-om	K,F,O,R,-,om
incident,a	inciden,ta
miroljubiv,oj	miro,ljubi,voj
napetost,i	nape,tosti
višemesečni,h	više,mese,čnih
sever,a	severa
kamion,a	kami,ona
punkt,a	punk,ta
izolovan,o	izolova,no
Ninić,a	N,ini,ća
miroljubiv,o	miro,ljubi,vo
međuetnički,h	među,etni,čkih
nerešen,a	nere,šena
strpljenje,m	str,plje,njem
komitet,a	komiteta
svemir,a	svemira
telefon,i	tele,foni
bolnica,ma	bol,nicama
Prunariju,a	P,ru,na,riju,a
Salcburg,u	S,al,c,burgu
istraživač,a	istraživača
slučaj,eve	slučajeve
naj,nov,iju	najnovi,ju
poremećaj,a	poremećaja
pacijentov,a	pacije,n,tova
naučnik,a	naučnika
primerak,a	primeraka
nepoznat,a	nepozna,ta
inostranstvo,m	inostran,stvom
okvir,a	okvira
standard,e	standarde
ministrov,im	mini,stro,vim
star,oj	staroj
Parivodićev,im	P,ari,vodi,ćevim
kreditor,a	kredi,tora
dug,ova	dugo,va
ubrzavanje,m	ubrza,vanjem
Miodrag,a	M,i,odra,ga
privatizovan,ih	privati,zovanih
paket,a	paketa
tender,a	te,ndera
predviđen,im	predvi,đenim
špediterski,h	š,pe,di,ter,skih
transportni,h	transport,nih
postkomunistički,h	post,komunisti,čkih
mesec,u	mesecu
zrelost,i	zrelosti
stepen,u	stepenu
kapital,om	kapita,lom
sastojak,a	sastoja,ka
resurs,e	resurse
prenategnutost,i	pre,na,te,gnu,tosti
saveznik,e	savezni,ke
strateški,m	strate,škim
obostran,oj	obo,stra,noj
Behtel,u	B,e,hte,lu
animozitet,i	a,nimo,zi,teti
sam,ih	samih
spor,om	spo,rom
zaliv,a	zali,va
Kosorov,a	K,oso,rova
arbitražni,m	arbitra,žnim
upućivanje,m	upući,vanjem
izgubljen,o	izgublje,no
prevazilaženje,m	prevazi,laže,njem
zategnut,i	zate,gnuti
osetljiv,oj	oset,ljivoj
Ivanov,a	I,va,nova
zamah,u	zama,hu
obrt,u	obr,tu
odvojen,u	odvoje,nu
počast,ima	poča,stima
Sejdijuov,og	S,ej,diju,ovog
portparol,a	po,rt,pa,rola
Džavit,a	D,ža,vita
Bećiri,ja	B,e,ći,rija
narod,e	narode
Bojan,a	B,o,jana
Milković,a	M,il,kovića
INA,-e	I,NA,-,e
neosnovan,e	neosno,vane
MMF,-om	M,M,F,-,om
zahtev,ima	zahtevima
produžen,i	produ,ženi
investitor,e	investi,tore
resurs,ima	resursima
talas,u	talasu
blag,im	bla,gim
naj,bogat,ijih	najbo,gati,jih
istorijski,h	istorijskih
sindikat,e	sindi,kate
industrijalac,a	industrija,laca
poreski,h	pore,skih
paket,om	pake,tom
aranžman,u	aranž,manu
dug,ih	dugih
jedinstven,om	jedinstvenom
budžet,u	budže,tu
sindikat,i	sindi,kati
jedinstven,oj	jedinstve,noj
lek,ovi	lekovi
PDV,-a	P,D,V,-,a
jedinstven,a	jedinstvena
uticaj,a	uticaja
izdavač,a	izdavača
koncept,u	konceptu
tim,ove	timo,ve
imunitet,a	imuni,teta
bos,ovima	bo,so,vima
tročlan,oj	tro,čla,noj
ubedljiv,og	ubed,ljivog
pobednik,a	pobe,dnika
mafijaški,m	ma,fija,škim
Plamen,om	P,la,menom
Galev,im	G,ale,vim
Angel,om	A,nge,lom
Hristov,im	H,risto,vim
čuven,om	ču,venom
ozloglašen,i	oz,lo,gla,šeni
biznismen,i	bizni,s,meni
jugozapad,u	jugozapa,du
mafijaš,a	ma,fija,ša
šef,u	še,fu
firma,ma	fi,rma,ma
biznismen,ima	bizni,sme,nima
Zlatomir,u	Z,lato,miru
Petkov,a	P,et,kova
čvrst,i	čvr,sti
tvrdnja,ma	tvrdnja,ma
DANS,-a	D,AN,S,-,a
Boris,u	B,ori,su
Velčev,u	V,el,če,vu
Petkov,u	P,e,tko,vu
Cvetanov,a	C,veta,nova
Tanov,a	T,a,nova
laž,ima	la,žima
kleveta,ma	kle,veta,ma
Velčevljev,oj	V,el,če,vlje,voj
optužba,ma	optu,ž,bama
glasanje,m	glasanjem
zbunjen,i	zbu,njeni
Hancesti,ju	H,an,ce,sti,ju
Kišinjev,a	K,i,ši,nje,va
glasač,i	glasa,či
tabor,a	ta,bora
vidljiv,a	vidljiva
monitoring,a	monitori,nga
komplikovan,o	kompliko,vano
kanal,e	kana,le
čist,i	čisti
niz,om	nizom
Masačusets,a	Ma,saču,set,sa
nepravilnost,i	nepravi,lnosti
namešten,u	name,šte,nu
napet,o	nape,to
širok,ih	širokih
prenos,a	prenosa
OHR,-a	O,H,R,-,a
mir,a	mira
privremen,a	privreme,na
zvaničnik,e	zvanični,ke
prag,u	pragu
osoblje,m	osoblje,m
Mostar,u	M,osta,ru
grad,ova	gradova
maksimum,a	maksi,muma
Kostas,om	K,osta,som
Karamanlis,om	K,ara,man,li,som
monitor,a	moni,tora
osnovni,m	osnovnim
srednji,m	srednjim
Ćiril,a	Ć,i,rila
Dabi,ju	D,a,biju
fond,u	fondu
fond,om	fon,dom
dužnički,h	duž,ničkih
nedaća,ma	neda,ća,ma
iznos,a	iz,nosa
EFSF,-a	E,F,S,F,-,a
budžet,om	budže,tom
dogovoren,a	dogovore,na
obim,u	obimu
ESM,-a	E,S,M,-,a
prilog,a	priloga
doprinos,u	dopri,no,su
Vašington,u	V,a,ši,ng,to,nu
cent,i	cen,ti
izložen,om	izlo,ženom
Mlađan,a	M,la,đana
Dinkić,a	D,in,kića
Dinkićev,og	D,in,ki,ćevog
slab,u	sla,bu
Dinkićev,ih	D,in,ki,ćevih
sednica,ma	se,dni,cama
Tadićev,i	T,a,di,će,vi
visok,u	visoku
preduslov,a	predu,slova
neiskren,a	neis,kre,na
sledeći,m	sledećim
propust,om	propu,stom
blag,og	blago,g
akter,a	aktera
proces,i	procesi
prioritet,ima	priori,tetima
blag,i	bla,gi
Davutogluov,im	D,a,vu,tog,lu,ovim
angažman,om	angaž,manom
balansiran,im	balansi,ranim
inicijativa,ma	inicijativa,ma
posredovanje,m	posredo,vanjem
SAD,-u	S,A,D,-,u
potencijal,om	potencijalom
Mobiltel,a	M,obi,l,tela
operater,a	opera,tera
naslovljen,oj	naslo,vlje,noj
savremen,u	savremenu
praćen,u	praćen,u
odgovarajući,m	odgovarajućim
veština,ma	veštinama
pokretač,em	pokreta,čem
prezasićen,ih	pre,za,si,ćenih
povećan,om	poveća,nom
BDP,-u	B,D,P,-,u
ocena,ma	oce,nama
metod,i	metodi
metod,a	metoda
vaučer,i	va,uče,ri
nerešen,i	nere,šeni
društven,oj	društvenoj
akcijski,h	ak,cijskih
sektor,e	sek,tore
signal,u	signa,lu
vagon,i	va,goni
slep,im	sle,pim
šezdeseti,h	šezdesetih
jevtin,e	jev,tine
kratkovid,a	kratko,vida
deonica,ma	deo,nicama
čitav,om	čitavom
voz,om	vo,zom
razvijenost,i	razvijenosti
okup,u	okup,u
avion,i	a,vio,ni
primer,u	primeru
rat,ove	ra,tove
voz,ovima	vo,zo,vima
brz,e	brze
navodni,m	navod,nim
tretman,u	tretmanu
umanjivanje,m	umanji,vanjem
železnički,m	železni,čkim
saobraćaj,em	saobraća,jem
ekspert,e	ekspe,r,te
majdan,i	maj,dani
nepostojeći,h	nepo,stoje,ćih
jurišnik,a	ju,riš,nika
lopov,a	lo,pova
direktor,i	direk,tori
džep,ova	dže,pova
koncert,i	koncerti
estradni,h	e,stra,dnih
aranžman,i	aranž,mani
kondukter,e	kon,duk,tere
skretničar,e	skre,tni,čare
polomljen,a	polom,ljena
lopov,i	lo,povi
nabavljač,i	naba,vlja,či
šraf,ove	š,ra,f,ove
teg,ove	te,gove
čekaonica,ma	če,kao,nicama
postaja,ma	posta,jama
jeziv,u	jezi,vu
krov,a	k,rova
tip,ovi	tipovi
start,u	star,tu
Leone,a	L,e,one,a
zapad,u	zapadu
odsustvo,m	odsu,stvom
zadovoljstvo,m	zadovolj,stvom
medijski,h	medijskih
vila,ma	vi,lama
jahta,ma	ja,h,tama
skupocen,im	skup,oce,nim
automobil,ima	automo,bi,lima
nedefinisan,ih	nede,fini,sanih
lik,ova	likova
uređen,ih	ure,đenih
rashod,e	ras,ho,de
način,u	načinu
naveden,e	navedene
odgovor,a	odgovora
uređen,im	ure,đenim
donošenje,m	dono,šenjem
serotonin,a	se,ro,to,nina
ran,im	ranim
deficit,ima	defici,tima
hormon,a	hormona
miš,evima	miše,vima
miš,eva	mi,ševa
neuron,a	neuro,na
hormon,om	hormo,nom
krv,i	krvi
Tori,jem	T,o,rije,m
Takumi,jem	T,aku,mi,jem
miš,evi	mi,ševi
brk,ove	br,kove
brk,ova	br,kova
istraživač,ima	istraživačima
serotoninski,h	se,ro,toni,nskih
receptor,a	recep,tora
lek,ove	le,kove
serototnin,a	se,ro,to,tni,na
star,i	stari
zanimljiv,iji	zanim,ljiviji
test,om	testom
kavez,a	ka,veza
kavez,u	ka,ve,zu
jedinka,ma	jedinka,ma
izražen,ijim	izraže,nijim
neartikulisan,ih	nea,rti,kulisa,nih
zvuk,ova	zvu,kova
simptom,e	simpto,me
anksioznost,i	anksioznosti
Takumi,ja	T,aku,mija
senzacionalistički,m	senza,cionali,stičkim
genetski,m	gene,tskim
mutacija,ma	muta,cijama
poremećaj,ima	poremećajima
tip,a	tipa
višestruk,oj	višestru,koj
jezik,a	jezika
poznat,oj	pozna,toj
nacist,a	naci,sta
Hitlerov,e	H,it,le,rove
naš,em	našem
vreme,nu	vremenu
Klempererov,a	K,le,mpe,re,rova
reklamni,h	rekla,mnih
neograničen,u	neograni,čenu
nesavladiv,u	nesa,vladi,vu
lažljiv,e	laž,ljive
nebrojen,om	ne,bro,je,nom
pisan,e	pisane
komunikacijski,h	komunika,cijskih
šum,ova	šu,mova
kontradiktornost,i	kontradi,ktor,nosti
savremen,ih	savremenih
jednak,oj	jedna,koj
lingvistički,m	lingvističkim
mulj,em	mu,ljem
blato,m	bla,tom
nesavršenost,i	nesa,vrše,nosti
naj,različit,ijih	najrazličiti,jih
glupost,i	glupo,sti
list,ovima	listovima
papirus,a	papi,rusa
naslov,a	naslova
savremen,om	savremenom
lenj,im	le,njim
glup,im	glu,pim
dragocen,o	dragoce,no
spot,ova	spo,tova
zatupljujući,h	zat,up,ljujući,h
elektronski,h	elektronskih
višestruk,e	višestruke
jezik,om	jezikom
roman,e	roma,ne
izopačen,om	izo,pa,čenom
sunovraćen,om	su,no,vra,ćenom
Aušvic,a	A,u,š,vica
logoraš,a	logora,ša
koncentracioni,m	koncentra,cionim
logor,ima	logo,rima
postojeći,m	postojećim
teror,a	tero,ra
lažljiv,og	laž,ljivog
složen,u	složenu
osetljiv,u	oset,ljivu
nov,ijoj	novijoj
nejak,u	neja,ku
Miloševićev,og	M,ilo,še,viće,vog
ulični,h	uli,čnih
batinaš,a	ba,tina,ša
toljaga,ma	to,lja,gama
prolaznik,a	prolaz,nika
neidentifikovan,i	ne,identi,fikovani
crven,a	crvena
nacistički,m	naci,stičkim
civil,ima	civi,lima
povlašćen,a	povla,šće,na
go,lo	golo
pokrovitelj,e	pokrovi,telje
položaj,ima	položa,jima
stran,oj	stra,noj
ponos,a	pono,sa
obračun,i	obra,ču,ni
navijač,a	navija,ča
čitljiv,e	čit,ljive
naopak,o	naopa,ko
vidljiv,i	vidljivi
stereotip,a	stereotipa
začaran,i	za,čara,ni
prostor,u	prostoru
strah,u	strahu
glad,i	gladi
nasilnički,h	nasilni,čkih
potpun,oj	potpu,noj
roman,a	romana
detektiv,a	detek,tiva
Po,a	P,o,a
novinski,h	novi,nskih
intelekt,u	intelek,tu
brz,oj	brzo,j
Šerlok,a	Š,er,loka
Holms,a	H,ol,m,sa
Herkul,a	H,er,kula
Poaro,a	P,o,a,ro,a
junak,a	junaka
Dipen,a	D,i,pe,na
roman,i	romani
trideseti,h	tridesetih
okean,a	okeana
Nezbe,a	N,e,zbe,a
Marlo,a	M,ar,lo,a
roman,ima	roma,nima
uočljiv,a	uoč,ljiva
sudbina,ma	sudbina,ma
crn,oj	crnoj
senator,a	sena,tora
Makarti,ja	Ma,ka,rti,ja
sadašnji,m	sada,šnjim
pakt,a	pa,kta
Jens,om	J,en,som
Stoltenberg,om	S,tol,ten,ber,gom
star,ije	starije
istomišljenik,a	isto,mišlje,nika
nemoć,i	nemo,ći
vlastit,i	vlastiti
demokratičnost,i	demokrati,čnosti
bunt,a	bu,nta
bes,a	besa
vlastit,u	vlastitu
vaš,a	vaša
ličnost,ima	ličnostima
iskustvo,m	iskustvom
predsednik,u	predsedni,ku
favorit,a	favori,ta
razvijen,oj	razvije,noj
naj,čuven,ija	naj,ču,ve,nija
FBI,-ja	F,BI,-,ja
uvod,u	uvodu
Huver,a	H,u,vera
prijatelj,ima	prijateljima
nekontrolisan,og	nekontrolisa,nog
dosije,a	dosije,a
stanovnik,e	stanovni,ke
senator,e	sena,tore
kongresmen,e	kongres,mene
Martin,u	Ma,rti,nu
Luter,u	L,u,teru
King,u	K,in,gu
metoda,ma	metodama
nezakonit,e	nezakoni,te
pretres,e	pre,tre,se
dosije,e	dosije,e
žargon,u	žargo,nu
dubok,a	duboka
gangster,ima	ga,ng,ste,rima
koren,a	korena
smenjiv,a	sme,nji,va
Vučić,a	V,u,čića
slikovit,iji	sliko,viti,ji
korumpiran,i	korumpi,rani
đubre,ta	đubre,ta
progonitelj,i	pro,goni,telji
izabran,e	izabrane
čudo,m	ču,dom
